major_name,major_description,university_name,country,university_score
Data Science," R Programming, Data Analysis, Statistical Programming, Statistical Analysis, Computer Programming, Exploratory Data Analysis, General Statistics, Problem Solving, Data Analysis Software, Probability & Statistics, Computer Programming Tools, Critical Thinking, Programming Principles, Statistical Tests, Data Management, Data Structures, Statistical Machine Learning, Basic Descriptive Statistics, Algorithms, Data Model, Human Learning, Machine Learning, Machine Learning Algorithms, Process Analysis, Correlation And Dependence, Data Visualization, Data Visualization Software, Plot (Graphics), Regression, Computer Graphics, Interactive Data Visualization, Applied Machine Learning, Big Data, Computational Thinking, Data Mining, Estimation, Extract, Transform, Load, Mathematics, Probability Distribution, Databases, Machine Learning Software, Communication, Computer Graphic Techniques, Knitr, Natural Language Processing, Visualization (Computer Graphics), Interactive Design, Web Development",johns hopkins university,USA,65.64
Data Science," R Programming, Data Analysis, Statistical Programming, Statistical Analysis, Computer Programming, Exploratory Data Analysis, General Statistics, Problem Solving, Data Analysis Software, Probability & Statistics, Computer Programming Tools, Critical Thinking, Programming Principles, Statistical Tests, Data Management, Data Structures, Statistical Machine Learning, Basic Descriptive Statistics, Algorithms, Data Model, Human Learning, Machine Learning, Machine Learning Algorithms, Process Analysis, Correlation And Dependence, Data Visualization, Data Visualization Software, Plot (Graphics), Regression, Computer Graphics, Interactive Data Visualization, Applied Machine Learning, Big Data, Computational Thinking, Data Mining, Estimation, Extract, Transform, Load, Mathematics, Probability Distribution, Databases, Machine Learning Software, Communication, Computer Graphic Techniques, Knitr, Natural Language Processing, Visualization (Computer Graphics), Interactive Design, Web Development",johns hopkins university,USA,71.17
Data Science," R Programming, Data Analysis, Statistical Programming, Statistical Analysis, Computer Programming, Exploratory Data Analysis, General Statistics, Problem Solving, Data Analysis Software, Probability & Statistics, Computer Programming Tools, Critical Thinking, Programming Principles, Statistical Tests, Data Management, Data Structures, Statistical Machine Learning, Basic Descriptive Statistics, Algorithms, Data Model, Human Learning, Machine Learning, Machine Learning Algorithms, Process Analysis, Correlation And Dependence, Data Visualization, Data Visualization Software, Plot (Graphics), Regression, Computer Graphics, Interactive Data Visualization, Applied Machine Learning, Big Data, Computational Thinking, Data Mining, Estimation, Extract, Transform, Load, Mathematics, Probability Distribution, Databases, Machine Learning Software, Communication, Computer Graphic Techniques, Knitr, Natural Language Processing, Visualization (Computer Graphics), Interactive Design, Web Development",johns hopkins university,USA,71.6
Google Marketing Digital e E-Commerce," E-Commerce, Marketing, Search Engine Optimization, Strategy",google,Unknown,62.39938193343899
Meta Marketing Analytics," Marketing, Digital Marketing, Advertising, Data Analysis, Marketing Management, Media Strategy & Planning, Business Analysis, Statistical Analysis, Probability & Statistics, Market Analysis, Communication, General Statistics, Experiment, Regression, Statistical Tests, Market Research, Basic Descriptive Statistics, Probability Distribution, Brand Management, Forecasting, Research and Design, Data Visualization, Computer Programming, Data Management, Databases, Python Programming, SQL, Statistical Programming, Storytelling, Tableau Software",meta,Unknown,62.39938193343899
"NoSQL, Big Data, and Spark Foundations"," Apache, Big Data, Data Management, Distributed Computing Architecture, Databases, NoSQL, Extract, Transform, Load, SQL, Cloud Computing, Data Model, Machine Learning, Data Architecture, Database Administration, Database Design, Cloud Applications, IBM Cloud, Kubernetes, Python Programming, Data Warehousing",ibm,Unknown,62.39938193343899
Accelerated Computer Science Fundamentals," Computer Programming, C Programming Language Family, Data Structures, Algorithms, C++ Programming, Theoretical Computer Science, Programming Principles, Computational Thinking, Problem Solving, Computer Programming Tools, Critical Thinking, Graph Theory",university of illinois at urbana-champaign,Unknown,62.39938193343899
Regulatory Compliance," Regulations and Compliance, Critical Thinking, Leadership and Management, Organizational Development, Risk Management, Strategy and Operations, Strategy, Employee Relations, Finance, Audit, Business Process Management, Communication, Accounting, Financial Accounting, Operations Management, People Management, Brand Management, Data Management",university of pennsylvania,USA,73.64
Regulatory Compliance," Regulations and Compliance, Critical Thinking, Leadership and Management, Organizational Development, Risk Management, Strategy and Operations, Strategy, Employee Relations, Finance, Audit, Business Process Management, Communication, Accounting, Financial Accounting, Operations Management, People Management, Brand Management, Data Management",university of pennsylvania,USA,77.24
Regulatory Compliance," Regulations and Compliance, Critical Thinking, Leadership and Management, Organizational Development, Risk Management, Strategy and Operations, Strategy, Employee Relations, Finance, Audit, Business Process Management, Communication, Accounting, Financial Accounting, Operations Management, People Management, Brand Management, Data Management",university of pennsylvania,USA,79.3
Regulatory Compliance," Regulations and Compliance, Critical Thinking, Leadership and Management, Organizational Development, Risk Management, Strategy and Operations, Strategy, Employee Relations, Finance, Audit, Business Process Management, Communication, Accounting, Financial Accounting, Operations Management, People Management, Brand Management, Data Management",university of pennsylvania,USA,77.6
AI Product Management," Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Probability & Statistics, Regression, Design and Product, Human Computer Interaction, Communication, Human Factors (Security), Human Learning, User Experience, User Experience Design, Data Analysis, Data Mining, Deep Learning, Project Management, Algorithms, Data Science, Leadership and Management",duke university,USA,58.37
AI Product Management," Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Probability & Statistics, Regression, Design and Product, Human Computer Interaction, Communication, Human Factors (Security), Human Learning, User Experience, User Experience Design, Data Analysis, Data Mining, Deep Learning, Project Management, Algorithms, Data Science, Leadership and Management",duke university,USA,57.72
AI Product Management," Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Probability & Statistics, Regression, Design and Product, Human Computer Interaction, Communication, Human Factors (Security), Human Learning, User Experience, User Experience Design, Data Analysis, Data Mining, Deep Learning, Project Management, Algorithms, Data Science, Leadership and Management",duke university,USA,63.56
AI Product Management," Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Probability & Statistics, Regression, Design and Product, Human Computer Interaction, Communication, Human Factors (Security), Human Learning, User Experience, User Experience Design, Data Analysis, Data Mining, Deep Learning, Project Management, Algorithms, Data Science, Leadership and Management",duke university,USA,61.55
Introduction to Programming with Python and Java," Computer Programming, Python Programming, Programming Principles, Java Programming, Computer Programming Tools, Data Analysis, Data Structures, Problem Solving, Computational Logic, Computational Thinking, Critical Thinking, Data Analysis Software, Data Management, Data Visualization, Exploratory Data Analysis, Software Engineering, Data Science",university of pennsylvania,USA,73.64
Introduction to Programming with Python and Java," Computer Programming, Python Programming, Programming Principles, Java Programming, Computer Programming Tools, Data Analysis, Data Structures, Problem Solving, Computational Logic, Computational Thinking, Critical Thinking, Data Analysis Software, Data Management, Data Visualization, Exploratory Data Analysis, Software Engineering, Data Science",university of pennsylvania,USA,77.24
Introduction to Programming with Python and Java," Computer Programming, Python Programming, Programming Principles, Java Programming, Computer Programming Tools, Data Analysis, Data Structures, Problem Solving, Computational Logic, Computational Thinking, Critical Thinking, Data Analysis Software, Data Management, Data Visualization, Exploratory Data Analysis, Software Engineering, Data Science",university of pennsylvania,USA,79.3
Introduction to Programming with Python and Java," Computer Programming, Python Programming, Programming Principles, Java Programming, Computer Programming Tools, Data Analysis, Data Structures, Problem Solving, Computational Logic, Computational Thinking, Critical Thinking, Data Analysis Software, Data Management, Data Visualization, Exploratory Data Analysis, Software Engineering, Data Science",university of pennsylvania,USA,77.6
Mergers and Acquisitions," Mergers & Acquisitions, Finance, Accounting, Financial Analysis, Financial Accounting, Banking, Business Analysis, Investment Management, Financial Management, Data Analysis, Market Analysis, Corporate Accouting, Taxes",university of illinois at urbana-champaign,Unknown,62.39938193343899
Operating Systems and You: Becoming a Power User," Linux, Leadership and Management, Operating Systems",google,Unknown,62.39938193343899
Data Science: Foundations using R," Data Analysis, R Programming, Statistical Programming, Exploratory Data Analysis, Computer Programming, Computer Programming Tools, Data Management, Programming Principles, Data Analysis Software, Data Structures, Statistical Analysis, Critical Thinking, Problem Solving, General Statistics, Process Analysis, Basic Descriptive Statistics, Computational Thinking, Big Data, Data Mining, Data Visualization, Databases, Extract, Transform, Load, Plot (Graphics), Communication, Computer Graphic Techniques, Computer Graphics, Interactive Data Visualization, Knitr, Visualization (Computer Graphics)",johns hopkins university,USA,66.94
Data Science: Foundations using R," Data Analysis, R Programming, Statistical Programming, Exploratory Data Analysis, Computer Programming, Computer Programming Tools, Data Management, Programming Principles, Data Analysis Software, Data Structures, Statistical Analysis, Critical Thinking, Problem Solving, General Statistics, Process Analysis, Basic Descriptive Statistics, Computational Thinking, Big Data, Data Mining, Data Visualization, Databases, Extract, Transform, Load, Plot (Graphics), Communication, Computer Graphic Techniques, Computer Graphics, Interactive Data Visualization, Knitr, Visualization (Computer Graphics)",johns hopkins university,USA,65.64
Data Science: Foundations using R," Data Analysis, R Programming, Statistical Programming, Exploratory Data Analysis, Computer Programming, Computer Programming Tools, Data Management, Programming Principles, Data Analysis Software, Data Structures, Statistical Analysis, Critical Thinking, Problem Solving, General Statistics, Process Analysis, Basic Descriptive Statistics, Computational Thinking, Big Data, Data Mining, Data Visualization, Databases, Extract, Transform, Load, Plot (Graphics), Communication, Computer Graphic Techniques, Computer Graphics, Interactive Data Visualization, Knitr, Visualization (Computer Graphics)",johns hopkins university,USA,71.17
Data Science: Foundations using R," Data Analysis, R Programming, Statistical Programming, Exploratory Data Analysis, Computer Programming, Computer Programming Tools, Data Management, Programming Principles, Data Analysis Software, Data Structures, Statistical Analysis, Critical Thinking, Problem Solving, General Statistics, Process Analysis, Basic Descriptive Statistics, Computational Thinking, Big Data, Data Mining, Data Visualization, Databases, Extract, Transform, Load, Plot (Graphics), Communication, Computer Graphic Techniques, Computer Graphics, Interactive Data Visualization, Knitr, Visualization (Computer Graphics)",johns hopkins university,USA,71.6
Achieving Personal and Professional Success," Communication, Human Learning, Professional Development, Critical Thinking, Leadership Development, Leadership and Management, People Analysis, Decision Making, Emotional Intelligence, People Development, Adaptability, Planning, Negotiation, Influencing, Innovation",university of pennsylvania,USA,73.64
Achieving Personal and Professional Success," Communication, Human Learning, Professional Development, Critical Thinking, Leadership Development, Leadership and Management, People Analysis, Decision Making, Emotional Intelligence, People Development, Adaptability, Planning, Negotiation, Influencing, Innovation",university of pennsylvania,USA,77.24
Achieving Personal and Professional Success," Communication, Human Learning, Professional Development, Critical Thinking, Leadership Development, Leadership and Management, People Analysis, Decision Making, Emotional Intelligence, People Development, Adaptability, Planning, Negotiation, Influencing, Innovation",university of pennsylvania,USA,79.3
Achieving Personal and Professional Success," Communication, Human Learning, Professional Development, Critical Thinking, Leadership Development, Leadership and Management, People Analysis, Decision Making, Emotional Intelligence, People Development, Adaptability, Planning, Negotiation, Influencing, Innovation",university of pennsylvania,USA,77.6
Artificial Intelligence in Marketing," Digital Marketing, Marketing, Algorithms, Customer Relationship Management, Market Analysis, Strategy, Machine Learning Software, Marketing Management, Network Analysis, Product Strategy",university of virginia,USA,45.2
Artificial Intelligence in Marketing," Digital Marketing, Marketing, Algorithms, Customer Relationship Management, Market Analysis, Strategy, Machine Learning Software, Marketing Management, Network Analysis, Product Strategy",university of virginia,USA,46.92
Artificial Intelligence in Marketing," Digital Marketing, Marketing, Algorithms, Customer Relationship Management, Market Analysis, Strategy, Machine Learning Software, Marketing Management, Network Analysis, Product Strategy",university of virginia,USA,58.6
Artificial Intelligence in Marketing," Digital Marketing, Marketing, Algorithms, Customer Relationship Management, Market Analysis, Strategy, Machine Learning Software, Marketing Management, Network Analysis, Product Strategy",university of virginia,USA,56.73
"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization"," Applied Machine Learning, Deep Learning, Machine Learning, Artificial Neural Networks, Machine Learning Algorithms, Algorithms, Computer Programming, Mathematics, Python Programming, Mathematical Theory & Analysis, Tensorflow, Human Learning",deeplearning.ai,Unknown,62.39938193343899
Business Analytics with Excel: Elementary to Advanced," Business Analysis, Data Analysis, Data Visualization, Spreadsheet Software, Data Model, Decision Making, Microsoft Excel, Process Analysis, Statistical Visualization",johns hopkins university,USA,66.94
Business Analytics with Excel: Elementary to Advanced," Business Analysis, Data Analysis, Data Visualization, Spreadsheet Software, Data Model, Decision Making, Microsoft Excel, Process Analysis, Statistical Visualization",johns hopkins university,USA,65.64
Business Analytics with Excel: Elementary to Advanced," Business Analysis, Data Analysis, Data Visualization, Spreadsheet Software, Data Model, Decision Making, Microsoft Excel, Process Analysis, Statistical Visualization",johns hopkins university,USA,71.17
Business Analytics with Excel: Elementary to Advanced," Business Analysis, Data Analysis, Data Visualization, Spreadsheet Software, Data Model, Decision Making, Microsoft Excel, Process Analysis, Statistical Visualization",johns hopkins university,USA,71.6
Leading People and Teams," Human Resources, Leadership and Management, People Development, Strategy and Operations, Leadership Development, Talent Management, Business Psychology, People Analysis, Communication, People Management, Strategy, Human Learning, Human Resources Operations, Business Communication, Collaboration, Influencing, Performance Management, Conflict Management, Employee Relations, Business Analysis, Marketing, Recruitment",university of michigan,Unknown,62.39938193343899
AI for Good," Artificial Neural Networks, Computer Vision, Exploratory Data Analysis, Machine Learning, Natural Language Processing, Python Programming",deeplearning.ai,Unknown,62.39938193343899
Project Execution: Running the Project," Leadership and Management, Communication, Project Management, Strategy and Operations, Business Communication, Collaboration, Risk Management, Planning",google,Unknown,62.39938193343899
UCI Project Management," Leadership and Management, Strategy and Operations, Project Management, Planning","university of california, irvine",USA,50.64
UCI Project Management," Leadership and Management, Strategy and Operations, Project Management, Planning","university of california, irvine",USA,47.52
UCI Project Management," Leadership and Management, Strategy and Operations, Project Management, Planning","university of california, irvine",USA,52.93
UCI Project Management," Leadership and Management, Strategy and Operations, Project Management, Planning","university of california, irvine",USA,51.51
(ISC)² Systems Security Certified Practitioner (SSCP)," Security Engineering, System Security, Network Security, Software Security, Computer Security Incident Management, Leadership and Management, Security Software, Risk Management, Strategy and Operations, Algorithms, Cloud Computing, Cryptography, Cyberattacks, Operations Management, Security Strategy, Human Factors (Security), Software-Defined Networking, Cloud Applications, Communication, Financial Accounting",isc2,Unknown,62.39938193343899
Crash Course on Python," Computer Programming, Data Structures, Problem Solving, Python Programming",google,Unknown,62.39938193343899
Programming for Everybody (Getting Started with Python)," Algorithms, Computational Thinking, Computer Programming, Computer Programming Tools, Critical Thinking, Problem Solving, Programming Principles, Python Programming, Software Engineering, Theoretical Computer Science",university of michigan,Unknown,62.39938193343899
Entrepreneurship," Entrepreneurship, Strategy, Leadership and Management, Strategy and Operations, Planning, Business Development, Entrepreneurial Finance, Innovation, Finance, Financial Management, Market Research, Business Design, Critical Thinking, Product Strategy, Business Psychology, Decision Making, Financial Accounting, Financial Analysis, Marketing, Accounting, Investment Management, User Research, Collaboration, Network Model",university of pennsylvania,USA,73.64
Entrepreneurship," Entrepreneurship, Strategy, Leadership and Management, Strategy and Operations, Planning, Business Development, Entrepreneurial Finance, Innovation, Finance, Financial Management, Market Research, Business Design, Critical Thinking, Product Strategy, Business Psychology, Decision Making, Financial Accounting, Financial Analysis, Marketing, Accounting, Investment Management, User Research, Collaboration, Network Model",university of pennsylvania,USA,77.24
Entrepreneurship," Entrepreneurship, Strategy, Leadership and Management, Strategy and Operations, Planning, Business Development, Entrepreneurial Finance, Innovation, Finance, Financial Management, Market Research, Business Design, Critical Thinking, Product Strategy, Business Psychology, Decision Making, Financial Accounting, Financial Analysis, Marketing, Accounting, Investment Management, User Research, Collaboration, Network Model",university of pennsylvania,USA,79.3
Entrepreneurship," Entrepreneurship, Strategy, Leadership and Management, Strategy and Operations, Planning, Business Development, Entrepreneurial Finance, Innovation, Finance, Financial Management, Market Research, Business Design, Critical Thinking, Product Strategy, Business Psychology, Decision Making, Financial Accounting, Financial Analysis, Marketing, Accounting, Investment Management, User Research, Collaboration, Network Model",university of pennsylvania,USA,77.6
People and Soft Skills for Professional and Personal Success," Leadership and Management, Communication, Problem Solving, Critical Thinking, Planning, Professional Development, Collaboration, People Management, Conflict Management",ibm,Unknown,62.39938193343899
Salesforce Sales Operations," Sales, Salesforce, Customer Relationship Management, Sales Systems, Account Management, Leadership and Management, Strategy and Operations, Business Process Management, Customer Success, Marketing, Operations Management, Strategy, B2B Sales, Data Visualization Software, Databases, Business Analysis, Data Visualization",salesforce,Unknown,62.39938193343899
"Influencing: Storytelling, Change Management and Governance"," Leadership and Management, Communication, Business Psychology, Strategy and Operations, Change Management, Conflict Management, Influencing, Organizational Development, Risk Management, Marketing, Negotiation, Sales, Critical Thinking, Decision Making, Entrepreneurship, Human Resources, Probability & Statistics, Business Communication, Employee Relations, Business Process Management, Innovation, People Management, Regulations and Compliance, Storytelling",macquarie university,Australia,45.18
"Influencing: Storytelling, Change Management and Governance"," Leadership and Management, Communication, Business Psychology, Strategy and Operations, Change Management, Conflict Management, Influencing, Organizational Development, Risk Management, Marketing, Negotiation, Sales, Critical Thinking, Decision Making, Entrepreneurship, Human Resources, Probability & Statistics, Business Communication, Employee Relations, Business Process Management, Innovation, People Management, Regulations and Compliance, Storytelling",macquarie university,Australia,44.96
Generative AI: Introduction and Applications, Natural Language Processing,ibm,Unknown,62.39938193343899
"Assets, Threats, and Vulnerabilities"," Cryptography, Linux",google,Unknown,62.39938193343899
Genomic Data Science," Bioinformatics, Computer Programming, Data Analysis, Python Programming, Computational Thinking, General Statistics, Exploratory Data Analysis, R Programming, Data Analysis Software, Algorithms, Computer Programming Tools, Biostatistics, Statistical Analysis, Programming Principles, Probability & Statistics, Statistical Tests, Data Structures, Operating Systems, Research and Design, Big Data, Computational Logic, Problem Solving, Statistical Programming, Experiment, Correlation And Dependence",johns hopkins university,USA,66.94
Genomic Data Science," Bioinformatics, Computer Programming, Data Analysis, Python Programming, Computational Thinking, General Statistics, Exploratory Data Analysis, R Programming, Data Analysis Software, Algorithms, Computer Programming Tools, Biostatistics, Statistical Analysis, Programming Principles, Probability & Statistics, Statistical Tests, Data Structures, Operating Systems, Research and Design, Big Data, Computational Logic, Problem Solving, Statistical Programming, Experiment, Correlation And Dependence",johns hopkins university,USA,65.64
Genomic Data Science," Bioinformatics, Computer Programming, Data Analysis, Python Programming, Computational Thinking, General Statistics, Exploratory Data Analysis, R Programming, Data Analysis Software, Algorithms, Computer Programming Tools, Biostatistics, Statistical Analysis, Programming Principles, Probability & Statistics, Statistical Tests, Data Structures, Operating Systems, Research and Design, Big Data, Computational Logic, Problem Solving, Statistical Programming, Experiment, Correlation And Dependence",johns hopkins university,USA,71.17
Genomic Data Science," Bioinformatics, Computer Programming, Data Analysis, Python Programming, Computational Thinking, General Statistics, Exploratory Data Analysis, R Programming, Data Analysis Software, Algorithms, Computer Programming Tools, Biostatistics, Statistical Analysis, Programming Principles, Probability & Statistics, Statistical Tests, Data Structures, Operating Systems, Research and Design, Big Data, Computational Logic, Problem Solving, Statistical Programming, Experiment, Correlation And Dependence",johns hopkins university,USA,71.6
The Business of Health Care," Leadership and Management, Finance, Decision Making, Performance Management, Strategy and Operations, Operations Management, Business Analysis, Financial Analysis, Financial Management, Business Psychology, Accounting, Accounts Payable and Receivable, Financial Accounting, General Accounting, Management Accounting, People Management, People Analysis, Strategy, Business Process Management, Innovation, Leadership Development, Payments, Behavioral Economics, Problem Solving, Compensation, Correlation And Dependence, Insurance Sales, Research and Design, Risk Management",university of pennsylvania,USA,73.64
The Business of Health Care," Leadership and Management, Finance, Decision Making, Performance Management, Strategy and Operations, Operations Management, Business Analysis, Financial Analysis, Financial Management, Business Psychology, Accounting, Accounts Payable and Receivable, Financial Accounting, General Accounting, Management Accounting, People Management, People Analysis, Strategy, Business Process Management, Innovation, Leadership Development, Payments, Behavioral Economics, Problem Solving, Compensation, Correlation And Dependence, Insurance Sales, Research and Design, Risk Management",university of pennsylvania,USA,77.24
The Business of Health Care," Leadership and Management, Finance, Decision Making, Performance Management, Strategy and Operations, Operations Management, Business Analysis, Financial Analysis, Financial Management, Business Psychology, Accounting, Accounts Payable and Receivable, Financial Accounting, General Accounting, Management Accounting, People Management, People Analysis, Strategy, Business Process Management, Innovation, Leadership Development, Payments, Behavioral Economics, Problem Solving, Compensation, Correlation And Dependence, Insurance Sales, Research and Design, Risk Management",university of pennsylvania,USA,79.3
The Business of Health Care," Leadership and Management, Finance, Decision Making, Performance Management, Strategy and Operations, Operations Management, Business Analysis, Financial Analysis, Financial Management, Business Psychology, Accounting, Accounts Payable and Receivable, Financial Accounting, General Accounting, Management Accounting, People Management, People Analysis, Strategy, Business Process Management, Innovation, Leadership Development, Payments, Behavioral Economics, Problem Solving, Compensation, Correlation And Dependence, Insurance Sales, Research and Design, Risk Management",university of pennsylvania,USA,77.6
Diseño de Experiencia del Usuario (UX) de Google," User Experience, User Experience Design, Research and Design, Visual Design, Communication, Design and Product, Persona Research, Product Design, User Research, Adaptability, Graphic Design, Collaboration, Leadership and Management, Mobile Development, Planning, Web Design, Audit",google,Unknown,62.39938193343899
Organizational Analysis," Leadership and Management, Organizational Development, Strategy, Strategy and Operations, Decision Making, Business Psychology, Change Management, Culture, Business Analysis, Business Process Management",stanford university,USA,89.5
Organizational Analysis," Leadership and Management, Organizational Development, Strategy, Strategy and Operations, Decision Making, Business Psychology, Change Management, Culture, Business Analysis, Business Process Management",stanford university,USA,93.94
Organizational Analysis," Leadership and Management, Organizational Development, Strategy, Strategy and Operations, Decision Making, Business Psychology, Change Management, Culture, Business Analysis, Business Process Management",stanford university,USA,99.09
Organizational Analysis," Leadership and Management, Organizational Development, Strategy, Strategy and Operations, Decision Making, Business Psychology, Change Management, Culture, Business Analysis, Business Process Management",stanford university,USA,98.66
Six Sigma Yellow Belt," Process Analysis, Strategy and Operations, Leadership and Management, Data Analysis, Business Analysis, Business Process Management, Performance Management, Probability & Statistics, Operational Analysis, Organizational Development, Problem Solving, Project Management, General Statistics, Planning, Statistical Analysis, Statistical Tests, Critical Thinking, Basic Descriptive Statistics, Operations Management, Statistical Visualization, Correlation And Dependence, Customer Relationship Management, Probability Distribution, Collaboration, Entrepreneurship, Business Psychology, Communication",university system of georgia,Unknown,62.39938193343899
Analyze Data to Answer Questions," Data Analysis, Data Management, Microsoft Excel, SQL, Spreadsheet Software",google,Unknown,62.39938193343899
Strategic Leadership and Management," Leadership and Management, Strategy and Operations, Strategy, Leadership Development, Decision Making, Entrepreneurship, Organizational Development, Business Analysis, Business Process Management, Change Management, Business Design, Business Development, Business Transformation, Critical Thinking, Culture, Performance Management, Problem Solving, Operations Management, Human Resources, Marketing, Operational Analysis, Sales, Adaptability, Conflict Management, Influencing, Negotiation, Business Psychology, Research and Design",university of illinois at urbana-champaign,Unknown,62.39938193343899
Machine Learning on Google Cloud," Machine Learning, Applied Machine Learning, Google Cloud Platform, Human Learning, Machine Learning Software, Cloud Computing, Machine Learning Algorithms, Deep Learning, Cloud Platforms, Artificial Neural Networks, Feature Engineering, Exploratory Data Analysis, Tensorflow, Python Programming, Data Analysis, Data Visualization, Probability & Statistics, Regression, Statistical Programming, Statistical Visualization, Algorithms, SQL, Cloud API, Apache, Extract, Transform, Load",google cloud,Unknown,62.39938193343899
Cybersecurity Fundamentals," System Security, Cyberattacks, Cryptography, Network Security, Security Engineering",ibm,Unknown,62.39938193343899
Human Resource Management: HR for People Managers," Human Resources, Human Resources Operations, Employee Relations, Strategy and Operations, People Management, Leadership and Management, Communication, Strategy, Compensation, People Development, Performance Management, Organizational Development, Planning, Professional Development, Recruitment, Business Psychology, People Analysis, Visualization (Computer Graphics), Benefits, Business Analysis, Culture",university of minnesota,Unknown,62.39938193343899
U.S. Federal Taxation," Taxes, Accounting, Financial Accounting, Finance, Critical Thinking, General Accounting, Regulations and Compliance, Financial Analysis, Corporate Accouting, Generally Accepted Accounting Principles (GAAP), Problem Solving, Benefits",university of illinois at urbana-champaign,Unknown,62.39938193343899
Algorithms for Battery Management Systems," Estimation, Mathematics, Algorithms, Probability & Statistics, Mathematical Theory & Analysis, Systems Design, Research and Design, General Statistics, Critical Thinking, Computer Programming, Algebra, Product Design, Correlation And Dependence, Design and Product, Linear Algebra, Problem Solving, Process Analysis, Computer Programming Tools, Data Model, Material Handling, Leadership and Management, Probability Distribution, Product Lifecycle, Regression",university of colorado boulder,USA,50.68
Algorithms for Battery Management Systems," Estimation, Mathematics, Algorithms, Probability & Statistics, Mathematical Theory & Analysis, Systems Design, Research and Design, General Statistics, Critical Thinking, Computer Programming, Algebra, Product Design, Correlation And Dependence, Design and Product, Linear Algebra, Problem Solving, Process Analysis, Computer Programming Tools, Data Model, Material Handling, Leadership and Management, Probability Distribution, Product Lifecycle, Regression",university of colorado boulder,USA,51.16
Algorithms for Battery Management Systems," Estimation, Mathematics, Algorithms, Probability & Statistics, Mathematical Theory & Analysis, Systems Design, Research and Design, General Statistics, Critical Thinking, Computer Programming, Algebra, Product Design, Correlation And Dependence, Design and Product, Linear Algebra, Problem Solving, Process Analysis, Computer Programming Tools, Data Model, Material Handling, Leadership and Management, Probability Distribution, Product Lifecycle, Regression",university of colorado boulder,USA,54.5
Algorithms for Battery Management Systems," Estimation, Mathematics, Algorithms, Probability & Statistics, Mathematical Theory & Analysis, Systems Design, Research and Design, General Statistics, Critical Thinking, Computer Programming, Algebra, Product Design, Correlation And Dependence, Design and Product, Linear Algebra, Problem Solving, Process Analysis, Computer Programming Tools, Data Model, Material Handling, Leadership and Management, Probability Distribution, Product Lifecycle, Regression",university of colorado boulder,USA,54.62
Google Project Management," Leadership and Management, Planning, Communication, Strategy, Strategy and Operations, Business Analysis, Business Development, Business Psychology, Collaboration, Decision Making, Design and Product, Data Analysis, Entrepreneurship, Business Communication, Conflict Management, Emotional Intelligence, People Management, C++ Programming, People Analysis, Critical Thinking, Network Security, Adaptability, Organizational Development, Project Management, Culture",google,Unknown,62.39938193343899
Fundamentals of Project Planning and Management," Project Management, Strategy and Operations, Leadership and Management, Planning",university of virginia,USA,45.2
Fundamentals of Project Planning and Management," Project Management, Strategy and Operations, Leadership and Management, Planning",university of virginia,USA,46.92
Fundamentals of Project Planning and Management," Project Management, Strategy and Operations, Leadership and Management, Planning",university of virginia,USA,58.6
Fundamentals of Project Planning and Management," Project Management, Strategy and Operations, Leadership and Management, Planning",university of virginia,USA,56.73
Medical Billing and Coding Fundamentals," Communication, Critical Thinking, Leadership and Management",medcerts,Unknown,62.39938193343899
Data Analysis with R Programming," R Programming, Data Analysis, Computer Programming, Data Visualization, SQL",google,Unknown,62.39938193343899
"Product Ideation, Design, and Management"," Leadership and Management, Design and Product, Strategy and Operations, Product Management, Entrepreneurship, Product Development, Strategy, Product Design, Marketing, Product Strategy, Research and Design, Market Research, Market Analysis, Product Marketing, Finance, Sales, Investment Management, Planning, Project Management, Financial Analysis, Financial Management, Business Psychology, Budget Management, Entrepreneurial Finance, Software Engineering Tools, Innovation","university of maryland, college park",USA,47.69
"Product Ideation, Design, and Management"," Leadership and Management, Design and Product, Strategy and Operations, Product Management, Entrepreneurship, Product Development, Strategy, Product Design, Marketing, Product Strategy, Research and Design, Market Research, Market Analysis, Product Marketing, Finance, Sales, Investment Management, Planning, Project Management, Financial Analysis, Financial Management, Business Psychology, Budget Management, Entrepreneurial Finance, Software Engineering Tools, Innovation","university of maryland, college park",USA,48.39
"Product Ideation, Design, and Management"," Leadership and Management, Design and Product, Strategy and Operations, Product Management, Entrepreneurship, Product Development, Strategy, Product Design, Marketing, Product Strategy, Research and Design, Market Research, Market Analysis, Product Marketing, Finance, Sales, Investment Management, Planning, Project Management, Financial Analysis, Financial Management, Business Psychology, Budget Management, Entrepreneurial Finance, Software Engineering Tools, Innovation","university of maryland, college park",USA,53.46
"Product Ideation, Design, and Management"," Leadership and Management, Design and Product, Strategy and Operations, Product Management, Entrepreneurship, Product Development, Strategy, Product Design, Marketing, Product Strategy, Research and Design, Market Research, Market Analysis, Product Marketing, Finance, Sales, Investment Management, Planning, Project Management, Financial Analysis, Financial Management, Business Psychology, Budget Management, Entrepreneurial Finance, Software Engineering Tools, Innovation","university of maryland, college park",USA,52.72
Global Procurement and Sourcing," Procurement, Customer Relationship Management, Leadership and Management, Negotiation, Supplier Relationship Management",rutgers the state university of new jersey,Unknown,62.39938193343899
